Package,Overall,FinalRiskScore,Score,Id,Label,Degree,Pageranks,Eigencentrality,In_reach
tzlocal,3.22,0.67877519,84,869,tzlocal-4.3,39,0.000343,0.01906,3
python-json-logger,3.22,0.597006155,88,513,python-json-logger-2.0.7,8,0.000151,0.00375,1
matplotlib-inline,3.22,0.622476295,73,467,matplotlib-inline-0.1.6,7,9.5e-05,0.00498,2
addict,3.22,0.769963802,73,2642,addict-2.4.0,6,9.7e-05,0.00277,1
ffmpy,3.22,0.790608291,74,6443,ffmpy-0.3.0,2,3.8e-05,0.00094,1
ipdb,3.22,0.593128687,81,8397,ipdb-0.13.11,4,3.7e-05,0.00046,20
python-decouple,3.22,0.750972652,75,2469,python-decouple-3.8,2,5e-05,0.00091,1
jsonref,3.22,0.780124423,72,3306,jsonref-1.1.0,7,6.4e-05,0.00331,1
dominate,3.22,0.756600665,80,7186,dominate-2.7.0,3,6.4e-05,0.00142,1
social-auth-app-django,3.22,0.586708796,91,11508,social-auth-app-django-4.0.0,3,4.2e-05,0.00048,43
mss,3.22,0.630804577,83,764,mss-8.0.3,3,5e-05,0.00139,1
dataproperty,3.22,0.937568973,70,4763,dataproperty-0.55.0,4,6e-05,0.001,9
qdldl,3.22,0.802990579,62,3265,qdldl-0.1.7,5,5.8e-05,0.00101,9
workalendar,3.22,0.633957657,77,3134,workalendar-17.0.0,6,4.4e-05,0.00091,8
confuse,3.22,0.768729785,68,1157,confuse-2.0.1,5,6.1e-05,0.00183,2
spacy-alignments,3.22,0.730245012,70,4359,spacy-alignments-0.9.0,2,4.9e-05,0.00096,1
pypinyin,3.22,0.742944998,84,4164,pypinyin-0.48.0,4,5.5e-05,0.00185,1
gmplot,3.22,0.618188904,64,1190,gmplot-1.4.1,1,3.5e-05,0.0,28
databricks-cli,3.19,0.57980099,91,6826,databricks-cli-0.17.6,9,5.3e-05,0.00142,35
requests-file,3.19,0.78677135,70,1533,requests-file-1.5.1,8,9.3e-05,0.00323,29
flask-caching,3.19,0.717657355,69,2871,flask-caching-2.0.2,5,4.1e-05,0.00139,12
eth-account,3.19,0.614968324,79,90,eth-account-0.8.0,11,5.1e-05,0.00153,20
umap-learn,3.19,0.641052331,91,955,umap-learn-0.5.3,11,4.8e-05,0.00183,20
josepy,3.19,0.659504647,62,1121,josepy-1.13.0,9,5.1e-05,0.00144,12
django-mptt,3.19,0.690065963,88,3034,django-mptt-0.14.0,6,6.6e-05,0.00238,6
glean-parser,3.19,0.764591294,84,10636,glean-parser-7.1.0,9,5e-05,0.00046,32
asyncio-nats-client,3.19,0.748429663,67,1744,asyncio-nats-client-0.11.5,3,7e-05,0.00139,1
aioprometheus,3.19,0.775072021,68,13155,aioprometheus-21.8.0,3,4.1e-05,0.00046,27
google-ads,3.16,0.747303509,88,6119,google-ads-21.0.0,10,3.9e-05,0.00046,65
msoffcrypto-tool,3.16,0.786197967,76,1892,msoffcrypto-tool-5.0.1,3,3.7e-05,0.00055,6
hug,3.16,0.709885625,62,2900,hug-2.6.1,11,0.000198,0.00411,29
mccabe,3.14,0.899157905,83,2567,mccabe-0.7.0,6,8e-05,0.0031,1
secretstorage,3.14,0.724188097,72,197,secretstorage-3.3.3,8,0.000125,0.00292,7
aioitertools,3.14,0.783561809,82,724,aioitertools-0.11.0,1,4.2e-05,0.00053,1
multiprocess,3.14,0.920651519,86,160,multiprocess-0.70.14,15,0.000102,0.00711,2
pure-eval,3.14,0.799310003,68,482,pure-eval-0.2.2,3,6.9e-05,0.00154,1
python-slugify,3.14,0.748462234,83,1614,python-slugify-8.0.1,23,0.000156,0.01057,2
docstring-parser,3.14,0.633472179,78,1424,docstring-parser-0.15,5,7.8e-05,0.00246,1
wsproto,3.14,0.689471338,80,921,wsproto-1.2.0,8,0.000158,0.00306,3
sshtunnel,3.14,0.683100264,80,6066,sshtunnel-0.4.0,2,4.6e-05,0.00048,9
thinc,3.14,0.551039203,85,1392,thinc-8.1.9,14,4.5e-05,0.00088,23
preshed,3.14,0.768399029,82,1388,preshed-3.0.8,6,5.3e-05,0.00237,3
pylint-plugin-utils,3.14,0.780588649,72,3638,pylint-plugin-utils-0.7,2,5e-05,0.00048,9
automat,3.14,0.749980862,81,1199,automat-22.10.0,8,7.8e-05,0.00312,4
dm-tree,3.14,0.768635328,80,357,dm-tree-0.1.8,11,8.8e-05,0.00557,1
funcy,3.14,0.751538938,75,1476,funcy-2.0,10,8.3e-05,0.00466,1
robotframework-requests,3.14,0.874252877,80,4871,robotframework-requests-0.9.4,3,3.8e-05,0.00046,29
django-js-asset,3.14,0.798982647,70,3035,django-js-asset-2.0.0,3,0.000131,0.00107,5
dnslib,3.14,0.623175254,68,7870,dnslib-0.9.23,1,5e-05,0.00046,1
zstd,3.14,0.691395088,66,7242,zstd-1.5.5.1,3,5.7e-05,0.00142,1
ptpython,3.14,0.610873286,72,10333,ptpython-0.33,5,5.9e-05,0.00048,8
pyct,3.14,0.923984466,62,6244,pyct-0.5.0,4,0.0001,0.0016,2
humiolib,3.14,0.790559735,81,6502,humiolib-0.2.5,4,3.8e-05,0.00048,46
numdifftools,3.14,0.771375133,62,1724,numdifftools-0.9.41,5,4.9e-05,0.00139,9
mdutils,3.14,0.644260553,81,5362,mdutils-1.3.1,1,4.1e-05,0.00046,1
janome,3.14,0.767419655,80,2682,janome-0.4.2,1,4.2e-05,0.00046,1
parsy,3.14,0.777929266,75,8075,parsy-1.4.0,1,3.7e-05,0.00046,1
bitmath,3.14,0.775946131,60,5169,bitmath-1.3.3.1,1,4.2e-05,0.00048,1
hypothesis-jsonschema,3.14,0.792282133,78,3760,hypothesis-jsonschema-0.22.1,3,6.5e-05,0.00046,28
tbump,3.14,0.692968387,77,3408,tbump-6.9.0,5,4.2e-05,0.00048,9
rtoml,3.14,0.671641247,68,1857,rtoml-0.9.0,1,6.2e-05,0.00048,1
qrcode,3.11,0.735210432,78,944,qrcode-7.4.2,12,9.5e-05,0.00418,4
eth-abi,3.11,0.622011937,85,89,eth-abi-4.0.0,10,6.6e-05,0.00299,13
sudachidict-core,3.11,0.70748233,80,10593,sudachidict-core-20210608,2,4.2e-05,0.00046,5
cvxopt,3.11,0.642166633,79,791,cvxopt-1.3.0,7,8.7e-05,0.00322,1
cpplint,3.11,0.574689652,71,8685,cpplint-1.6.1,2,4.5e-05,0.00091,1
funcparserlib,3.11,0.785623436,62,224,funcparserlib-1.0.1,4,0.000458,0.00229,1
pyxirr,3.11,0.670064086,70,8766,pyxirr-0.9.0,1,3.8e-05,0.00046,1
tomli,3.05,0.70663582,73,789,tomli-2.0.1,54,0.001175,0.03078,1
cached-property,3.05,0.759226144,82,1348,cached-property-1.5.2,29,0.000217,0.01371,1
installer,3.05,0.642151618,92,4321,installer-0.7.0,2,5.1e-05,0.00096,1
pandocfilters,3.05,0.749316962,76,490,pandocfilters-1.5.0,5,5e-05,0.00287,1
hpack,3.05,0.75988039,76,922,hpack-4.0.0,1,0.000183,0.00088,1
zstandard,3.05,0.638496138,82,4463,zstandard-0.21.0,1,3.8e-05,0.00048,1
frozendict,3.05,0.775212705,79,1783,frozendict-2.3.7,8,0.000147,0.00384,1
aiosqlite,3.05,0.831619249,86,2262,aiosqlite-0.19.0,4,6.4e-05,0.00194,1
ghp-import,3.05,0.671641247,66,10340,ghp-import-2.1.0,2,4.2e-05,0.00057,4
ifaddr,3.05,0.615885365,65,2578,ifaddr-0.1.7,5,8.8e-05,0.00258,1
scs,3.05,0.679489814,64,3262,scs-3.2.3,5,4.9e-05,0.00113,9
logzero,3.05,0.779158956,61,598,logzero-1.7.0,11,0.000103,0.00509,1
doit,3.05,0.721281804,65,8580,doit-0.36.0,3,3.7e-05,0.00046,5
icecream,3.05,0.760474772,62,53,icecream-2.1.3,5,6.5e-05,0.00046,6
pdbpp,3.05,0.746460224,61,9033,pdbpp-0.10.3,4,3.7e-05,0.00046,5
rdkit-pypi,3.05,0.797545425,62,8552,rdkit-pypi-2022.9.5,3,4.5e-05,0.00046,3
honcho,3.05,0.605870009,64,5546,honcho-1.1.0,1,5e-05,0.00046,1
datapackage,3.05,0.743676782,60,7174,datapackage-1.15.2,10,3.8e-05,0.00046,73
akshare,3.05,0.621136395,87,4158,akshare-1.9.55,18,3.7e-05,0.00046,64
geonamescache,3.05,0.671641247,68,13491,geonamescache-1.5.0,1,3.9e-05,0.00048,1
adjusttext,3.05,0.791224875,66,8014,adjusttext-0.8,3,4e-05,0.00046,29
patsy,3.03,0.767246895,84,269,patsy-0.5.3,12,8.5e-05,0.00466,6
boto,3.03,0.49978448,82,564,boto3-1.26.114,52,0.000556,0.02243,27
hypothesis,3.03,0.478982695,100,103,hypothesis-4.57.1,4,5.9e-05,0.00105,3
ray,3.03,0.496479929,82,356,ray-2.3.1,44,5.9e-05,0.00274,209
altgraph,3.03,0.648632331,75,2767,altgraph-0.17.3,2,6.1e-05,0.00098,1
hexbytes,3.03,0.778165779,76,94,hexbytes-0.3.0,18,0.000126,0.00899,1
eradicate,3.03,0.638618758,77,3636,eradicate-2.2.0,2,5.6e-05,0.00096,1
rpyc,3.03,0.601189134,78,2932,rpyc-5.3.1,2,3.8e-05,0.0005,2
submitit,3.03,0.686054831,90,10974,submitit-1.4.5,3,5e-05,0.00046,3
django-grappelli,3.03,0.565375952,85,2370,django-grappelli-3.0.5,2,6e-05,0.00091,1
xmltodict,3.0,0.758371323,79,815,xmltodict-0.13.0,40,0.000418,0.01866,1
textfsm,3.0,0.702461172,68,3218,textfsm-1.1.2,4,8e-05,0.00098,3
pytest-runner,2.97,0.76844719,73,780,pytest-runner-6.0.0,2,5e-05,0.00094,1
semantic-version,2.97,0.692931909,76,2560,semantic-version-2.10.0,11,0.000113,0.00533,1
pathos,2.97,0.936625473,88,2555,pathos-0.3.0,10,6.4e-05,0.00281,5
pathy,2.97,0.789206408,78,1387,pathy-0.10.1,5,4.7e-05,0.0014,93
convertdate,2.97,0.640772887,67,1086,convertdate-2.4.0,6,7.5e-05,0.00255,2
locket,2.97,0.804820293,68,580,locket-1.0.0,2,6e-05,0.00117,1
parse-type,2.97,0.831273596,72,1360,parse-type-0.6.0,3,6.2e-05,0.00057,3
pympler,2.97,0.603160719,67,2403,pympler-1.0.1,3,4.4e-05,0.0015,1
gdown,2.97,0.761759001,76,1032,gdown-4.7.1,14,0.000103,0.00414,34
readchar,2.97,0.760558739,75,1311,readchar-4.0.5,11,0.000126,0.00482,2
mbstrdecoder,2.97,0.810147226,67,1901,mbstrdecoder-1.1.2,4,9.6e-05,0.00162,2
diff-match-patch,2.97,0.957075661,77,1907,diff-match-patch-20200713,5,6.6e-05,0.00233,1
strictyaml,2.97,0.671641247,75,5740,strictyaml-1.7.3,4,4.4e-05,0.00137,4
pyscreenshot,2.97,0.62872184,68,3352,pyscreenshot-3.1,5,4e-05,0.00048,5
coveralls,2.97,0.589477288,64,8841,coveralls-3.3.1,4,4.2e-05,0.00046,31
ghapi,2.97,0.671641247,75,3480,ghapi-1.0.3,7,8.9e-05,0.00137,5
hstspreload,2.97,0.800496396,66,7837,hstspreload-2023.1.1,1,4.8e-05,0.0005,1
tableschema,2.97,0.678659886,60,7175,tableschema-1.20.2,12,4.2e-05,0.00094,72
google-api-python-client-stubs,2.97,0.819836692,68,9692,google-api-python-client-stubs-1.16.0,2,3.5e-05,0.0,68
throttler,2.97,0.758071102,62,4239,throttler-1.2.2,1,3.6e-05,0.00048,1
srt,2.97,0.731817321,65,12539,srt-3.5.3,1,4.2e-05,0.00046,1
html-sanitizer,2.97,0.785711332,71,13147,html-sanitizer-1.9.3,2,3.5e-05,0.0,5
meshio,2.97,0.713025905,60,3374,meshio-5.3.4,6,5.2e-05,0.00183,10
rebulk,2.97,0.803684147,62,5187,rebulk-3.2.0,1,4.7e-05,0.00048,1
zhon,2.97,0.757337243,71,7820,zhon-1.1.5,2,9.4e-05,0.00091,1
maya,2.97,0.611198006,60,7116,maya-0.6.1,7,3.7e-05,0.00048,15
hypothesis-graphql,2.97,0.819689476,71,6892,hypothesis-graphql-0.10.0,2,3.5e-05,0.0,12
python-gdcm,2.97,0.814159196,64,5198,python-gdcm-3.0.21,1,4.1e-05,0.00048,1
tzdata,2.95,0.744991043,85,25,tzdata-2023.3,5,0.000998,0.021274,1
telethon,2.95,0.603283544,88,10218,telethon-0.19.1.6,3,3.6e-05,0.00046,4
eth-typing,2.95,0.631392849,79,92,eth-typing-3.3.0,9,0.000186,0.00503,1
pyluach,2.95,0.819074692,63,3136,pyluach-2.2.0,1,4.4e-05,0.0005,1
pywebview,2.95,0.715030573,82,9730,pywebview-4.0.2,3,4.2e-05,0.00046,3
scikit-image,2.92,0.45153039,94,362,scikit-image-0.20.0,65,0.000352,0.02569,42
google-apitools,2.92,0.725617754,64,1669,google-apitools-0.5.32,10,6.4e-05,0.00231,13
graphql-relay,2.89,0.785591543,62,1209,graphql-relay-2.0.1,5,0.000102,0.00134,5
txaio,2.89,0.697625474,71,1198,txaio-23.1.1,2,5.1e-05,0.00118,1
pick,2.89,0.770714185,71,1948,pick-2.2.0,3,5.9e-05,0.00137,1
py-mini-racer,2.89,0.777190232,64,1790,py-mini-racer-0.6.0,2,4.5e-05,0.00096,1
asgi-correlation-id,2.89,0.641685339,71,12528,asgi-correlation-id-4.1.0,2,4.5e-05,0.00046,5
jupyterlab-pygments,2.86,0.787011077,76,486,jupyterlab-pygments-0.2.2,2,4.3e-05,0.00137,1
tabulate,2.84,0.646809249,80,126,tabulate-0.9.0,116,0.000864,0.05436,1
toml,2.84,0.660148803,84,127,toml-0.10.2,86,0.000646,0.04071,1
python-magic,2.84,0.59347194,81,328,python-magic-0.4.27,11,0.000111,0.00514,1
tblib,2.81,0.706811729,87,582,tblib-1.7.0,4,5.3e-05,0.00207,1
python-redis-lock,2.81,0.760296662,69,10667,python-redis-lock-4.0.0,2,4.2e-05,0.00046,4
casefy,2.81,0.847646259,62,2361,casefy-0.1.7,1,5.8e-05,0.0005,1
puremagic,2.81,0.819686038,62,7322,puremagic-1.15,2,4e-05,0.00091,1
ipyleaflet,2.81,0.714374967,79,5001,ipyleaflet-0.17.2,6,3.9e-05,0.00094,48
tldextract,2.78,0.668804317,86,1532,tldextract-3.4.0,16,0.000138,0.00568,31
google-python-cloud-debugger,2.78,0.618421684,79,1255,google-python-cloud-debugger-3.5,6,3.5e-05,0.0,86
imap-tools,2.78,0.634238001,80,10513,imap-tools-1.0.0,1,5e-05,0.00046,1
pyheif,2.78,0.78977818,72,9337,pyheif-0.7.1,2,5e-05,0.00046,4
ropgadget,2.78,0.741117542,85,2931,ropgadget-7.3,2,3.8e-05,0.0005,2
pyserial,2.76,0.575906728,75,1318,pyserial-3.5,57,0.001117,0.02682,1
raven,2.76,0.645435096,67,3690,raven-6.10.0,11,0.000139,0.0042,12
matrix-client,2.76,0.735369267,60,4102,matrix-client-0.4.0,3,4.5e-05,0.00046,28
adal,2.73,0.614407138,64,6701,adal-1.2.7,8,6e-05,0.00187,34
lazy-object-proxy,2.73,0.748424391,81,2105,lazy-object-proxy-1.9.0,9,0.000108,0.00432,1
pox,2.73,0.951928945,79,2570,pox-0.3.2,2,5.7e-05,0.00109,1
ppft,2.73,0.952703423,82,2571,ppft-1.7.6.6,2,5.7e-05,0.00109,1
mock,2.7,0.595581417,89,1715,mock-5.0.2,13,0.000104,0.00603,1
tifffile,2.7,0.745554601,81,379,tifffile-2023.4.12,27,0.000151,0.01109,7
ua-parser,2.7,0.677654235,91,2412,ua-parser-0.16.1,3,0.000131,0.00142,1
fabric,2.7,0.611756936,84,1951,fabric-2.5.0,3,4.5e-05,0.00046,10
pyaml,2.7,0.777336254,77,1513,pyaml-21.10.1,12,0.00011,0.00521,2
eth-utils,2.7,0.612692148,85,93,eth-utils-2.1.0,18,0.000222,0.00777,7
dash-bootstrap-components,2.7,0.743496063,85,6200,dash-bootstrap-components-1.4.1,3,4.1e-05,0.00091,78
intelhex,2.7,0.775776024,61,10793,intelhex-2.3.0,2,4.2e-05,0.00094,1
pysimplegui,2.7,0.627136601,82,10176,pysimplegui-4.60.4,2,5.1e-05,0.00091,1
aiosmtplib,2.7,0.759162327,78,2274,aiosmtplib-2.0.1,1,3.9e-05,0.00046,1
pysam,2.7,0.697125396,85,12670,pysam-0.18.0,1,3.7e-05,0.00046,1
python-socks,2.7,0.811582128,79,5239,python-socks-2.2.0,4,7.2e-05,0.00142,2
extract-msg,2.7,0.619215326,90,7894,extract-msg-0.29.0,6,3.9e-05,0.00048,9
imagecodecs,2.7,0.804555488,73,7862,imagecodecs-2023.3.16,6,4.9e-05,0.00183,3
mo-logs,2.7,0.690129403,67,10607,mo-logs-4.23.21108,5,4.7e-05,0.00048,5
six,2.68,0.758409361,79,22,six-1.16.0,893,0.020897,0.460884,1
msrest,2.68,0.612067897,76,6703,msrest-0.7.1,7,6.1e-05,0.001,42
msrestazure,2.68,0.626316327,76,6702,msrestazure-0.6.4,5,4.1e-05,0.00091,46
jsonlines,2.68,0.651731411,79,354,jsonlines-3.1.0,7,5.6e-05,0.00238,3
marshmallow-oneofschema,2.68,0.902389054,64,10396,marshmallow-oneofschema-3.0.1,2,3.6e-05,0.00048,7
jsmin,2.68,0.778539786,61,3364,jsmin-3.0.1,8,0.000102,0.0037,1
lmfit,2.68,0.720547191,79,3944,lmfit-1.2.0,7,4.8e-05,0.00139,13
flask-restplus,2.68,0.580613696,61,4781,flask-restplus-0.13.0,8,4.7e-05,0.00091,39
ffmpeg-python,2.65,0.773170421,64,589,ffmpeg-python-0.2.0,7,7.9e-05,0.00233,3
djoser,2.65,0.717875076,80,11505,djoser-2.1.0,6,4.1e-05,0.00046,63
mip,2.65,0.610947195,72,11047,mip-1.15.0,2,4.1e-05,0.00046,4
schema,2.62,0.730696409,84,1975,schema-0.7.5,13,0.0001,0.00564,2
fuzzywuzzy,2.62,0.726854971,79,1890,fuzzywuzzy-0.18.0,18,0.000124,0.00788,4
dictor,2.59,0.804832354,73,8381,dictor-0.1.10,1,4.5e-05,0.00046,1
sahi,2.57,0.609061955,73,13359,sahi-0.11.13,11,5.1e-05,0.00048,41
junit-xml,2.54,0.636618183,70,3304,junit-xml-1.9,3,6.8e-05,0.00094,2
flask-restful,2.54,0.671641247,89,1510,flask-restful-0.3.9,14,7.8e-05,0.00466,14
pynndescent,2.54,0.762716922,85,956,pynndescent-0.5.9,7,4.4e-05,0.001,17
python-xlib,2.54,0.597369122,71,1463,python-xlib-0.33,8,0.000508,0.00329,3
pytest-shutil,2.54,0.743041183,64,10127,pytest-shutil-1.7.0,11,3.9e-05,0.00091,20
mo-imports,2.54,0.697704728,67,10608,mo-imports-3.149.20327,3,7.7e-05,0.001,2
yara-python,2.54,0.670008504,79,1821,yara-python-4.2.3,1,3.8e-05,0.00053,1
ogb,2.54,0.626295379,63,6309,ogb-1.3.3,9,3.7e-05,0.00046,99
higher,2.54,0.790480317,61,11094,higher-0.2.1,1,3.5e-05,0.0,64
django-parler,2.49,0.730620543,64,9540,django-parler-2.3,3,4.3e-05,0.00096,5
appdirs,2.46,0.888058864,77,413,appdirs-1.4.4,113,0.000923,0.05338,1
pydata-google-auth,2.46,0.763527729,79,2670,pydata-google-auth-1.7.0,7,4.1e-05,0.00096,51
user-agents,2.46,0.682421343,73,2411,user-agents-1.1.0,2,6.5e-05,0.00046,2
edgegrid-python,2.46,0.626230186,62,4128,edgegrid-python-1.3.1,7,4.5e-05,0.00046,41
livereload,2.46,0.733204188,62,10123,livereload-2.6.3,3,5e-05,0.00046,3
warcio,2.46,0.699083198,60,5328,warcio-1.7.4,4,5.4e-05,0.00139,2
flask-debugtoolbar,2.46,0.758405984,65,7962,flask-debugtoolbar-0.13.1,5,3.6e-05,0.00048,12
async-generator,2.43,0.798713712,73,1272,async-generator-1.10,8,0.000151,0.00411,1
jupyter-nbextensions-configurator,2.43,0.763883805,79,3839,jupyter-nbextensions-configurator-0.6.1,7,3.8e-05,0.00048,71
schematics,2.43,0.58053486,61,3922,schematics-2.1.1,1,4.3e-05,0.0005,1
retry,2.41,0.811239802,74,161,retry-0.9.2,14,0.00011,0.00573,3
texttable,2.38,0.708822214,79,1184,texttable-1.6.7,13,0.00024,0.00624,1
astor,2.38,0.749288672,80,1152,astor-0.8.1,11,0.000102,0.00521,1
sphinx-rtd-theme,2.38,0.629932229,97,2844,sphinx-rtd-theme-1.2.0,11,6e-05,0.0037,49
inject,2.38,0.76096678,77,4932,inject-4.3.1,1,4.2e-05,0.00046,1
pyhumps,2.38,0.762604914,80,1716,pyhumps-1.6.1,6,5.4e-05,0.00274,1
blessings,2.38,0.631397153,64,237,blessings-1.7,20,0.000504,0.00882,2
eth-keyfile,2.38,0.653791914,69,108,eth-keyfile-0.6.1,5,4.4e-05,0.00098,9
ecos,2.38,0.605007783,71,3260,ecos-2.0.12,5,4.9e-05,0.00113,9
impyla,2.38,0.588108463,67,9783,impyla-0.17.0,5,3.6e-05,0.00046,8
lithium-reducer,2.38,0.780393266,76,9110,lithium-reducer-0.6.2,1,3.9e-05,0.00046,1
virtualenv-clone,2.35,0.690295241,61,10139,virtualenv-clone-0.5.7,1,4.3e-05,0.00048,1
dash-html-components,2.35,0.746154305,64,694,dash-html-components-2.0.0,4,6.3e-05,0.00214,1
redislite,2.35,0.75524108,90,721,redislite-6.2.805324,4,3.6e-05,0.00046,6
speechrecognition,2.32,0.66381343,78,5206,speechrecognition-3.10.0,2,4.1e-05,0.00046,28
pymeeus,2.3,0.801104478,69,1089,pymeeus-0.5.12,2,0.000105,0.00108,1
python-editor,2.3,0.786718744,67,1741,python-editor-1.0.4,2,6.1e-05,0.00105,1
rlp,2.3,0.756683995,64,111,rlp-3.0.0,8,7.3e-05,0.00341,8
eth-keys,2.3,0.63623757,61,109,eth-keys-0.4.0,9,8e-05,0.00339,8
fusepy,2.3,0.764794131,64,1946,fusepy-3.0.1,5,7.4e-05,0.00231,1
progress,2.3,0.847170263,62,1512,progress-1.6,9,8.9e-05,0.00423,1
jieba,2.3,0.749533644,64,5682,jieba-0.42.1,3,7e-05,0.00137,1
missingno,2.3,0.765748829,68,4578,missingno-0.5.2,5,3.7e-05,0.00046,40
imutils,2.3,0.789233774,61,761,imutils-0.5.4,1,3.7e-05,0.00046,1
pynput,2.3,0.74489362,61,1461,pynput-1.7.6,8,8.1e-05,0.00187,5
keyboard,2.3,0.745238588,61,762,keyboard-0.13.5,3,5.9e-05,0.00137,1
mo-kwargs,2.3,0.692130929,67,10609,mo-kwargs-4.22.21108,3,4.5e-05,0.00048,4
logdna,2.3,0.760845455,82,6547,logdna-1.18.6,2,4e-05,0.00046,28
mongomock,2.27,0.696552973,71,10242,mongomock-2.3.1,3,4.2e-05,0.00046,3
textblob,2.27,0.674532868,64,10224,textblob-0.17.1,3,7.2e-05,0.00091,6
